tweet_id,text,gold_intent,label_status,notes
6483,Hello @115858 @AppleSupport what’s happening to my screen https://t.co/GTNXT4VoKd,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
9840,"@AppleSupport mi iPhone no se puede conectar a la red wifi privadas pero si a las free, que hago 😢",connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
730,"Hello, internet. Can someone explain why this symbol keeps appearing on my phone and when I️ try to type the letter I️? Also @AppleSupport https://t.co/QKwvTLtiN7",connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2654,@AppleSupport newest version of iOS and iPhone 7,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
23084,@AppleSupport I have tried it on different WiFi and cell data. It seems to not work. Then quite some time after I have tired to download it will pop up multiple times to allow it to download then later it downloads out of no where. So it’s strange.,connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
756,MY HOME BUTTON DOESN’T WORK #IOS11 @AppleSupport,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2627,@AppleSupport iOS 11.1 it’s been getting worse for a few months now,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
27511,@AppleSupport please tell why my new iPhone 8 keeps telling me that iMessage is waiting for activation,account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
36031,"@AppleSupport I have, also have signed out of my iMessage account and logged back in",account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
14212,@AppleSupport IOS 11 has been a nightmare since I downloaded it. Battery SOC is all over the board and slower than ever before,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
39627,@AppleSupport Fixed. Wasn’t worm king with both until I went to work and connected to a WiFi that I haven’t been remembered by,connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
35976,@AppleSupport You guys over charged me on iTunes @AppleSupport and I want my money back I’m really upset,media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
717,@AppleSupport This is what is happening... https://t.co/X3SZSJXfAT,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2682,@AppleSupport ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum!,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
3763,"@AppleSupport 11.1?? when did that come out lol, i talked to you guys last night and you asked if i was updated to 11.0.3 which i am lol",ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
13207,@AppleSupport It gets stuck sideways and it will go up to previous messages and not show me the latest until I close the app and reopen.,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
41593,@AppleSupport Thank you! My friend spotted this. I didn't realise it wouldn't automatically do the latest one. Thanks for replying-will do when get wifi😀,connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
52267,@AppleSupport That’s correct. It will join unsecured networks but not two different ones requiring a password.,connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
123116,@AppleSupport the wall plug thingy I purchased from you a few months ago is broken (the divider piece inside the slot). Do you fix/replace?,purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
31893,"I️ hate Chang sometimes, I️ really do.

@AppleSupport, fix the mystery boxes please. https://t.co/w6FieKqMWo",app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2644,"@AppleSupport When you roll the month, it does not appear and hangs",app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
735,@AppleSupport I have the iPhone 6s Plus and just did the most recent update.,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
117979,"@142155 @AppleSupport My 6s starts as expected at 100% use it for 5 minutes and it needs recharged, really infuriating",purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
9304,@AppleSupport why are my I ‘s changing into I️ ?!!!!!,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
36626,"@AppleSupport Hi there, my iPhone 6S plus can’t do backup for it, not by iCloud and iTunes , any way to fix it ,thanks https://t.co/XYyWJe7vn7",account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
9180,"@AppleSupport I bought an iTunes gift card worth £15 a week ago, and the email still hasn’t come into my inbox to tell me the code. Helpppp",media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2678,"@AppleSupport Any idea why icons show up like this? I did force reset to no avail. After initial notification display, they show up. https://t.co/qBFIAlpGyD",device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
1763,"@AppleSupport Thanks, thing is I still have like 81 cents in credit and won't let me do that until I have zero credit",general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
34598,iMessage-Aktivierung schlägt mal wieder fehl… @1652 @AppleSupport,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
11139,@AppleSupport I get prompted for a system administrator password on a MBP MacOS but there is no system administrator account I’m aware of!! https://t.co/M1DbEkDzaS,account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
765,After update #ios1103 no spotify on my lock screen?@AppleSupport,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2610,@AppleSupport $100 billion says that solves my problem? I’m on 11.0.3 currently. Hold please.,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
36109,@AppleSupport Can’t an iPhone 8 connect to a Bluetooth device using NFC?,connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2619,@AppleSupport But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.,media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
8557,"@AppleSupport is that safe if we disable passcode for unlock iphone? i mean,is the fingerprint still worked out? i think dat would be enough",device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
34597,@AppleSupport iMessage stopped working and won’t activate anymore—is that a problem on your side?,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
8553,@AppleSupport ya.. i did that way like 3-4times for make my screen finally worked out. whats the causes anw?  what tips to prevent it wont happen again?,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
31921,Is it just me or does the X to close out your notifications only show up sometimes? Does anyone know how to fix that? @AppleSupport https://t.co/qtY6wnrl19,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
8551,@AppleSupport ya.lately my screen was disfunction for touch after its been restart. i couldnt enter passcode yet homebutton still figureout my fingerprint,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
12608,Eye can’t type the letter eye without it changing to a?  @AppleSupport ... yes I️ reset the keyboard https://t.co/tfr6EIPPPX,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
31860,@AppleSupport hey this is the 2nd time I've seen a random $15 charge to my account from itunes on my card and I haven't gotten anything,account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
25267,@AppleSupport why does it keep changing to I.T?,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2637,"@AppleSupport Hi, I plugged an adapter straight into the transformer and it still didn't charger. The charger LED does not light up either.",general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2616,"@AppleSupport why is my battery life short? I updated to 11.1, my battery is poor. Wife didn’t she likes her battery life",battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
92699,"@AppleSupport : when a purchase to gift at a later day is made , will the charges take place at the moment of the purchase or on the delivery date ?",purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
4890,"@AppleSupport whenever I try to see the photos that I’ve just taken my #iphone6 shows me this. I’ve reset it, I’ve restored it... help? https://t.co/8tQy27WvMe",device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2684,@AppleSupport live photo keeps turning on in the camera even when it’s set to stay off. Please fix in next update.,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
11665,@AppleSupport My backup was stored to my MacBook Pro which battery died 2 months ago.,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
1757,@AppleSupport I️ just updated it and it’s still coming up https://t.co/22RZsQyTbh,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
11133,@AppleSupport I received an error message. And another when I tried to set it up again in settings,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
1775,@AppleSupport @116102 Battery life just got worst.,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2613,"Cupertino, we have a problem. .@115858 .@116333 .@AppleSupport .@190 https://t.co/ImMcJ8QsTM",general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
760,@AppleSupport I can not find an option to get it there. It was just always there when playing.,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
5853,@319 why is my “it “ autocorrecting to I.T?? So annoying! Can’t change in settings either...@AppleSupport,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
3773,@AppleSupport iOS 11.1 - keyboard lag. 🤨 https://t.co/TdIHT9L9dt,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
698,@AppleSupport  https://t.co/NV0yucs0lB,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
751,@AppleSupport ? hello,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
6657,@AppleSupport My wife made the mistake of updating to 11. How can we revert back? Her password keeper app is now dead. She can't access her passwords.,account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
46582,@AppleSupport hello how can I check if my phone is locked to a network? I'm going abroad and want to put in a different sim,connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
6917,"@AppleSupport Yes, sorry i mean iOS 11, when I texting my keyboard it’s very slow and my battery it consumes very fast.",battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
81839,@134131 @115858 @AppleSupport Mr Robot hasn’t loaded in my purchased in several days. Really getting on my nerves.,purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
101304,"@AppleSupport how do I go about raising a high level complaint please? 4 senior techs couldn’t help fix my problem, now my e mails are being unanswered, want a refund for a product that’s not fit for purpose, have tried everything to fix, thanks.",purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2676,@AppleSupport HELP ME. I have a problem with my iPhone 7😑,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
9847,@AppleSupport iMessage &amp; snapchat,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
29558,@AppleSupport your new iOS slowdown my phone and delayed everything. @116333 you should know by now that some folks works with their phone and you can messe up people work. Test the damn thing before lunch it. Or come up with a big warning “it slow down 6.7,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
92807,"@116333 the @115858 customer service is about the worst I have ever experienced, 2 weeks had my money, no device, useless!! @AppleSupport",purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
1785,@AppleSupport epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?,connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
1773,"@AppleSupport I just get a white screen and nothing loads. After a short time, it just closes/crashes. Thanks for the reply.",app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2620,@AppleSupport watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.,media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
702,@AppleSupport Tried resetting my settings .. restarting my phone .. all that,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
14182,@AppleSupport what’s up with autocorrect changing it to i.t? i’ve already tried to do the text replacement trick and i.t won’t work,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
31438,"@AppleSupport Yes, same thing. Its not working. I'm trying on both my account and as a guest. It says both times that I do not have access.",account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
109046,@AppleSupport why have you taken my Apple subscription twice within two days?,purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
44559,@AppleSupport why music app is forcing me to subscribe Apple Music https://t.co/QnxUNmWSon,media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
15722,"6 years later I still can’t access Contacts on iCloud, what do we need to do to finally get this fixed, @AppleSupport? //cc @119462 https://t.co/EP9KWcig3M",account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
8299,@AppleSupport DL the latest iOS today. Very laggy 6s. Phone is running like hammered dog shit since the DL.,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
697,@AppleSupport The newest update. I️ made sure to download it yesterday.,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
8577,@AppleSupport since upgrade to High Sierra I see this screen each time my iMac reboots thus defeating automatic login I need. Help. https://t.co/z9trEHnGbP,account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
13945,Wait why did my letter “I️” change into weird characters?!? @AppleSupport,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2632,And why is my music NEVER in my control center?! @AppleSupport,media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
14324,@AppleSupport just purchased iTunes movie on ATV in HD. Stops to buffer and stream every 5 minutes. Very unpleasant experience. Never had issues with @116688 movies. @55 showing 30+ mbps DL🤷🏻‍♂️,media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
747,Hola @AppleSupport necesito urgente la actualización de software. La batería me dura literal medio día 🙍🏼🙇🏼‍♀️,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
11100,"@AppleSupport It’s only done it with Apple Music and Apple Podcast, regardless if saved to phone or streaming",media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
31435,"@AppleSupport Just used your ""chat"" portion on help, it won't let me chat with anyone. My apple ID has been very buggy",account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2642,@AppleSupport still no reliable Bluetooth on my iPhone 8+.,connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
754,"@AppleSupport Yes it did, 11.0.3",general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
23093,@AppleSupport Apple Music.,media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
23082,@AppleSupport The problem has seemed to resolve itself. Thanks so much for replying. If I have any further problems I will message.,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
1768,"@AppleSupport it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone",account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
125777,Hey @AppleSupport can you tell me why this keeps on popping up? I’m not trying to purchase anything? https://t.co/wUiDreUVVr,purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
37664,@AppleSupport 11.0.3 and iTunes 12.7.,media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
35213,@AppleSupport Hola/Hello! I can use the AirPods witch Bluetooth audio transmisor? Any model? This no... https://t.co/ULMExUlaoX,connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
736,Thank you @AppleSupport I updated my phone and now it is even slower and barely works. Thank you for ruining my phone.😤,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
4906,@AppleSupport The ‘Overlapping url over TIME on Free WiFi hotspots’ remains. v11.0.3. Not a WiFi problem; two different hotspots shown. https://t.co/81ifcrDUeS,connectivity,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
4900,@AppleSupport @116860 I have and my battery life has become even worse,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
11645,How do I get rid of this notification? @4305 @19762 @115858 @AppleSupport https://t.co/MF02cJYU5A,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
8310,@AppleSupport Its slowing down my mac a lot,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
745,@AppleSupport I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁@AppleSupport,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
742,@AppleSupport Okey. Thank you! 🤗,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
38637,@AppleSupport I connected 7 to create backup before heading to collect my new X on my lunch break. When I got back to work and turned on X and selected restore from iTunes backup it said previous backup was corrupted. Needed my phone so had to set up as new to make calls.,media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
39636,"@AppleSupport Hello, I have a huge problem!!!! Many of the songs that I mostly listen don’t work anymore on Apple Music, it’s very upsetting https://t.co/juU43Wu929",media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
5819,@AppleSupport I can’t change lock screen anymore from ‘wallpaper’ in settings. How do I do it now?,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
1781,@AppleSupport why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
58162,@AppleSupport hi I need your help on restoring my purchase,purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
23100,"@AppleSupport, why do I keep getting charged over £20 for anything I buy from iTunes? Bought an album for £4.99 and got charged £20.67. Same thing happened a couple of weeks ago to. Why?! https://t.co/0fIDOKovNP",media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
733,@AppleSupport I’ve got a screenshot saying my #iPhoneX is reserved for the 3rd then an email saying it’s the 18th... what happened?,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
31911,"@AppleSupport After updating to 10.13.1 to fix freeze issues of High Sierra, I went to a complete black screen. Test product before release",app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
25251,@AppleSupport ever since I downloaded Animal Crossing I keep getting these notifications even though it’s fully downloaded and I’ve been playing it :( please help https://t.co/wthMnb9nou,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
6934,@115858 after the new apple updates: the battery life is really go fast and the WiFi is always on! @AppleSupport #newappleupdates,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
6928,@AppleSupport my iPhone is a fully up to date so why does my phone keep freezing 🙃???,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
35979,@AppleSupport You guys over charged me on music I bought on iTunes and I want my money back I’m mad as hell,media_music,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
3767,@AppleSupport I’m no expert in battery life  but 40% doesn’t go to 7% in 5minutes,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
3770,@AppleSupport this is my top bar every time I open messages on my SE after updating to iOS 11.1 https://t.co/Lzge3qzc7w,ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
8297,@AppleSupport Hello there i need help with the use of an administartors name and password on my imac,account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
721,@AppleSupport are the call centres closed for the night?,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
12602,@AppleSupport Why do you keep charging my card for FREE apps? Im not happy at all.,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
2631,"@AppleSupport iPhone 7+, iOS 11.1",ios_update,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
22988,"@AppleSupport Trying to download an app to a family member's phone that I purchased as the family group organizer.  Being asked to purchase it, but I don't want to be charged again.  Suggestions? https://t.co/Y730eW0nZe",purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
44569,@AppleSupport I’ve just received this text message... is it a scam? https://t.co/iIz6799AeL,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
61323,@AppleSupport I accidentally bought something is there anyway I can get a refund,purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
9169,@AppleSupport iOS11.1 consumes battery pretty fast....,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
707,@AppleSupport I️ have an iPhone 7 Plus and yes I️ do,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
23091,@115858 @AppleSupport my phone crashed for no reason. What you gonna do about it? I'm stressed and depressed right now. Thanks,app_crash_performance,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
23127,@AppleSupport can I get any help on here?? Or is this not a support account at all?,account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
749,@AppleSupport Hi! What is going on? Has Youtube lost it? What can be done about it? Thanks for the support! https://t.co/T8ZZp4IH6t,general_support,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
4917,.@AppleSupport why my iPhone keep dying at 30% quit playing games I'm not getting no new damn phone or iPhone x,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
763,@AppleSupport The app is still there. But no longer able to control it from the lockscreen.,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
36034,@AppleSupport Yes to all under the SMS relay section,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
32359,@AppleSupport I meant auto renewing purchases per week or month like the FemaleFitness app for example,purchase_billing,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
4889,@AppleSupport And the new ones tauntingly pretend they are saved- it’s just when I click on them or try to send them that the grey screen shows,device_hardware,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
27510,"@AppleSupport Latest version of iOS. 
It says a error occurred during activation. Turned phone off and on. Nothing. New phone just set it this evening",account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
31873,My iPhone just signed itself out of iCloud and I lost all of my synced contacts when I tried to sign back in. @AppleSupport,account_authentication,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
15433,Anyone else having battery issues in IPhone? Degrading way to fast. @AppleSupport,battery,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
34580,@115858 @AppleSupport @1542 So one has to go back to call log. Click that message icon again and then a chat for that particular number opens up.,notifications_messages,pre_labeled_review_required,Seeded by transparent rubric; human reviewer must verify before submission.
