tweet_id,text,intent,historical_reply
389400,@AppleSupport my iPhone 7 won’t downloads app in the App Store :( #iphoneproblems https://t.co/Kpo2fD8yLi,device_hardware,@208160 Thank you for reaching out to us today! We've received your DM and will continue from there.
1015709,Bought iphone5S an year back. Within 7 days i had to get the phone replaced . warranty over just 7 days back &amp; it got crashed.@AppleSupport,app_crash_performance,@360321 We would like to help. DM us some more details about this and we can work together. https://t.co/GDrqU22YpT
1828412,"@AppleSupport my icloud music library has been ""temporarily unavailable"" on my iphone for over a year now 🍾🎉",account_authentication,"@548726 It's been long enough, let's get this working. Meet up with us in DM at the link below so we can continue assisting. https://t.co/GDrqU22YpT"
553665,hey @AppleSupport why does this keep popping up on my iphone X when i’m not trying to buy anything? https://t.co/xWRrjM9jX1,device_hardware,@249147 Let's see if we can figure it out together. Have you recently tried to purchase something on your iPhone X that didn't go through?
345309,@AppleSupport No my battery was fine until I downloaded IOS 11. Why is this new upgrade draining my battery??,battery,@198164 Let's take a look at some additional details to assist. Send us a DM using the link below. https://t.co/GDrqU22YpT
2710978,"@AppleSupport I’m locked out of my Apple account, don’t know my security questions, and the email that is being sent is being sent to the wrong Email. What can I️ do to get into my account?",account_authentication,@761175 Thanks for contacting us about your Apple ID account. We know how important it is to have access to your Apple ID. We'd like to get you connected with the experts that can help on this. Reach out to them here: https://t.co/UJm15vmMM2
1502017,@AppleSupport  how can I pay for my own purchases in Family Sharing?,purchase_billing,"@468637 Great question. Under Family Sharing, purchase payments are handled by the Organizer. Check out https://t.co/UDsiPc19pf for details."
120648,@AppleSupport I need to phone support in reference to a serial number for my MacBook right now. Please provide me a number to call.,device_hardware,"@142822 Hi. We are here to help. So that we can provide the best service options, please DM us and we'll help from there. Thanks. https://t.co/GDrqU22YpT"
366577,"iOS 11 is a huge, buggy mess @AppleSupport. What’s with @118936 download problems??",ios_update,@138175 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
701721,@AppleSupport @115858 Please advise what is the problem with this black beauty iPhoneX worth $1000 you gave me. Week and half conversation with your customer care was near to pathetic with very limited knowledge exhibited by your support guys on new device.. https://t.co/E81hjMREjw,device_hardware,@287538 We'd like to look into this with you. DM us to get started. https://t.co/GDrqU22YpT
2921502,@AppleSupport how do you get a backup from iCloud on one phone to switch over to a new phone? The new phone is signed into the iCloud account but the old phone is as well and the screen is broken so I can’t sign out of it,account_authentication,"@808556 Hi, we appreciate you reaching out to us. Getting information from one device to another can be tricky. Check out this link on how to migrate your data from an old device to new: https://t.co/lOVrD5pu5o"
1727714,"@AppleSupport Put in pairing mode and phone can see it wouldnt connect, reset beats x and tried again no difference, reset bluetooth on phone nothing",connectivity,"@522467 Understood. As the Beats pair with your Mac as expected, we'd recommend contacting Samsung for assistance with your device."
335774,"@AppleSupport you guys gonna fix the iOS soon? Not a fan of my phone not receiving calls, not connecting &amp; constantly resetting my phone?",general_support,@196058 We'd love to assist you with this. Please click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT
1002953,"@AppleSupport As I mentioned, it’s nearly all apps. My #iphone just froze when having safari open and I had to restart. AGAIN. Now it freezes daily.",app_crash_performance,@357407 This isn't how it should be. DM us where you're located &amp; we'll go from there. https://t.co/GDrqU22YpT
1703931,"@AppleSupport Hi, I have the iPhone X and I can’t establish my Apple ID settings on my new phone.  When it asks me for my 4 digit password it stays like: https://t.co/TcU3Nirlx3",account_authentication,"@518860 Let's get you up and running. Do you have access to a Wi-Fi network, or a spot with stronger cellular for this step?"
15433,Anyone else having battery issues in IPhone? Degrading way to fast. @AppleSupport,battery,"@119400 Having a reliable iPhone is important, and we want you to enjoy using it without worrying about battery life. Which iPhone do you have, and what's the iOS version it's currently running? DM us with details here: https://t.co/GDrqU22YpT"
1367025,@AppleSupport CAN U PLEASE FIX UR FUCKING IOS 11 IM LOSING MORE BATTERY THEN ON THE OTHER UPDATES #FIXYOURSHIT,battery,@438221 We want to help. Let's meet up in DM and discuss it. https://t.co/GDrqU22YpT
206662,@AppleSupport VM is full and can't delete them help please.,general_support,@164947 We can help out. What happens when you try to delete them? What's the version of iOS in Settings &gt; General &gt; About?
2773271,"@AppleSupport Hey, iCloud Music library is turned on, on my new iPhone but I can only stream songs and no option to add to library / download. What do I need to do?",account_authentication,@775119 Let's make sure you can get that music downloaded. Take a look at these steps to download music for offline listening and then let us know if you're still having issues: https://t.co/p0ADuTStXR
